latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-4.41346,26.52348,327.01,1.91,1.35,2025-06-09,1236,A,82,6.1NRT,296.41,46.95,D
-4.40761,26.5176,325.86,1.91,1.35,2025-06-09,1236,A,81,6.1NRT,296.2,46.08,D
-4.28072,27.2323,313.26,1.68,1.27,2025-06-09,1236,A,38,6.1NRT,296.62,13.99,D
-4.23878,27.44577,316.85,1.61,1.25,2025-06-09,1236,A,65,6.1NRT,297.58,14.57,D
-4.24079,27.43171,336.74,1.62,1.25,2025-06-09,1236,A,89,6.1NRT,299.22,62.48,D
-4.42615,26.13213,317,2.06,1.4,2025-06-09,1236,A,72,6.1NRT,295.88,29.35,D
-4.22781,27.44427,313.7,1.61,1.25,2025-06-09,1236,A,32,6.1NRT,297.72,10.58,D
-4.22982,27.43017,314.48,1.62,1.25,2025-06-09,1236,A,42,6.1NRT,298.07,12.14,D
-4.08053,28.40343,312.25,1.37,1.16,2025-06-09,1236,A,57,6.1NRT,293.4,12.46,D
-4.2109,27.48477,324.56,1.6,1.25,2025-06-09,1236,A,80,6.1NRT,297.8,33.05,D
-4.0967,28.14117,318.54,1.43,1.18,2025-06-09,1236,A,68,6.1NRT,296.97,18.12,D
-4.23216,27.08976,312.47,1.72,1.29,2025-06-09,1236,A,63,6.1NRT,297.29,12.59,D
-4.32667,26.40299,310.24,1.95,1.36,2025-06-09,1236,A,59,6.1NRT,294.12,10.11,D
-4.45325,25.47519,312.71,2.33,1.48,2025-06-09,1236,A,66,6.1NRT,287.33,26.37,D
-4.45604,25.45463,317.94,2.34,1.48,2025-06-09,1236,A,74,6.1NRT,287.81,41.92,D
-3.673,30.98793,318.76,1.02,1.01,2025-06-09,1236,A,37,6.1NRT,297.18,11.23,D
-3.66007,30.99781,331.1,1.02,1.01,2025-06-09,1236,A,85,6.1NRT,300.49,27.39,D
-3.66138,30.9889,331.7,1.02,1.01,2025-06-09,1236,A,85,6.1NRT,299.85,27.94,D
-4.23054,27.09807,312.77,1.71,1.28,2025-06-09,1236,A,56,6.1NRT,296.9,12.78,D
-4.38119,26.06376,315.25,2.08,1.4,2025-06-09,1236,A,70,6.1NRT,296.06,22.81,D
-4.45435,25.46852,320.31,2.33,1.48,2025-06-09,1236,A,76,6.1NRT,286.79,48.77,D
-4.45729,25.44807,309.8,2.34,1.48,2025-06-09,1236,A,49,6.1NRT,288.58,19.07,D
-3.69339,30.6449,315.56,1.04,1.02,2025-06-09,1236,A,70,6.1NRT,300.16,5.87,D
-3.10139,34.48787,348.58,1.23,1.1,2025-06-09,1236,A,94,6.1NRT,303.19,69.81,D
-3.68911,30.48531,315.98,1.05,1.03,2025-06-09,1236,A,60,6.1NRT,297.7,8.97,D
-3.09016,34.49707,330.6,1.23,1.1,2025-06-09,1236,A,67,6.1NRT,300.05,29.5,D
-3.09176,34.48642,340.73,1.23,1.1,2025-06-09,1236,A,89,6.1NRT,299.81,50.2,D
-4.12402,27.36572,317.24,1.63,1.26,2025-06-09,1236,A,72,6.1NRT,296.5,20.77,D
-3.08051,34.49566,318.9,1.23,1.1,2025-06-09,1236,A,25,6.1NRT,295.92,13.51,D
-3.08211,34.48502,327.39,1.23,1.1,2025-06-09,1236,A,68,6.1NRT,295.98,26.23,D
-4.26811,26.15705,311.31,2.04,1.39,2025-06-09,1236,A,62,6.1NRT,295.8,15.23,D
-3.60746,30.79859,314.06,1.03,1.01,2025-06-09,1236,A,67,6.1NRT,300.76,5.99,D
-4.27679,26.15349,312.59,2.04,1.39,2025-06-09,1236,A,65,6.1NRT,295.9,17.8,D
-3.03838,34.49472,319.46,1.23,1.1,2025-06-09,1236,A,68,6.1NRT,295.03,18.71,D
-3.61634,30.54388,318.07,1.05,1.02,2025-06-09,1236,A,69,6.1NRT,300.41,9.58,D
-3.51994,31.14375,327.5,1.01,1.01,2025-06-09,1236,A,82,6.1NRT,296.02,21.34,D
-4.2034,26.3209,310.25,1.97,1.37,2025-06-09,1236,A,19,6.1NRT,293.57,10.13,D
-4.20582,26.30375,320,1.98,1.37,2025-06-09,1236,A,76,6.1NRT,295.65,33.1,D
-4.20827,26.28643,314.15,1.98,1.37,2025-06-09,1236,A,64,6.1NRT,295.46,18.29,D
-3.55705,30.63784,326.02,1.04,1.02,2025-06-09,1236,A,77,6.1NRT,301.73,16.51,D
-3.5429,30.67286,316.41,1.04,1.02,2025-06-09,1236,A,54,6.1NRT,302.27,8.38,D
-3.54814,30.63644,319.36,1.04,1.02,2025-06-09,1236,A,45,6.1NRT,302.3,9.49,D
-2.96267,34.53837,323.9,1.24,1.11,2025-06-09,1236,A,58,6.1NRT,294.64,22.28,D
-4.12019,26.48221,313.45,1.91,1.35,2025-06-09,1236,A,65,6.1NRT,296.03,15.29,D
-2.95826,34.54185,324.43,1.24,1.11,2025-06-09,1236,A,36,6.1NRT,292.69,23.14,D
-3.53357,30.59986,317.03,1.04,1.02,2025-06-09,1236,A,72,6.1NRT,301.12,7.89,D
-3.44706,30.88189,316.16,1.02,1.01,2025-06-09,1236,A,42,6.1NRT,296.63,8.56,D
-3.4629,30.70997,311.54,1.03,1.02,2025-06-09,1236,A,36,6.1NRT,297.29,4.75,D
-4.33901,24.39328,312.16,2.84,1.61,2025-06-09,1236,A,65,6.1NRT,288.93,26.07,D
-4.34569,24.41442,312.7,2.83,1.61,2025-06-09,1236,A,66,6.1NRT,291.31,25.5,D
-4.34928,24.38964,309.18,2.84,1.61,2025-06-09,1236,A,43,6.1NRT,287.7,15.23,D
-2.82776,34.74022,318.27,1.28,1.12,2025-06-09,1236,A,45,6.1NRT,300.15,14.8,D
-2.8294,34.72905,315.52,1.28,1.12,2025-06-09,1236,A,31,6.1NRT,296.45,11.21,D
-4.08965,25.26804,319.4,2.39,1.49,2025-06-09,1236,A,76,6.1NRT,296.5,41.52,D
-4.0926,25.24729,315.71,2.4,1.49,2025-06-09,1236,A,71,6.1NRT,294.29,29.3,D
-3.73652,26.93813,312.13,1.73,1.29,2025-06-09,1236,A,66,6.1NRT,296.41,14.62,D
-3.0959,31.27294,321.56,1.01,1,2025-06-09,1236,A,65,6.1NRT,298.84,12.39,D
-3.08456,31.28919,334.21,1.01,1,2025-06-09,1236,A,87,6.1NRT,299.95,27.18,D
-3.07578,31.28791,334.85,1.01,1,2025-06-09,1236,A,87,6.1NRT,297.36,28.88,D
-3.07705,31.27911,317.96,1.01,1,2025-06-09,1236,A,32,6.1NRT,297.14,9.24,D
-3.04451,31.35746,320.28,1,1,2025-06-09,1236,A,32,6.1NRT,300,11.43,D
-3.03574,31.35615,318.43,1,1,2025-06-09,1236,A,62,6.1NRT,298.67,9.5,D
-3.03701,31.34741,324.82,1,1,2025-06-09,1236,A,79,6.1NRT,298.46,16.49,D
-3.07916,30.42936,317.1,1.05,1.02,2025-06-09,1236,A,57,6.1NRT,297.19,11,D
-3.08049,30.42021,318.8,1.05,1.02,2025-06-09,1236,A,51,6.1NRT,297.94,12.92,D
-3.06886,30.43726,327.29,1.05,1.02,2025-06-09,1236,A,77,6.1NRT,298,20.45,D
-3.0702,30.42805,348.36,1.05,1.02,2025-06-09,1236,A,95,6.1NRT,300.85,56.49,D
-3.07155,30.4188,341.19,1.05,1.02,2025-06-09,1236,A,91,6.1NRT,296.23,42.48,D
-2.37583,35.09563,334.8,1.37,1.16,2025-06-09,1236,A,80,6.1NRT,301.01,39.01,D
-2.3811,35.06017,333.7,1.36,1.16,2025-06-09,1236,A,87,6.1NRT,298.02,40.54,D
-3.21107,29.19094,358.91,1.19,1.09,2025-06-09,1236,A,99,6.1NRT,301.15,97.01,D
-3.21255,29.18058,322.66,1.19,1.09,2025-06-09,1236,A,73,6.1NRT,298.61,14.69,D
-3.20155,29.1896,344.6,1.19,1.09,2025-06-09,1236,A,93,6.1NRT,298.64,54.89,D
-3.64626,24.42162,310.3,2.75,1.59,2025-06-09,1236,A,60,6.1NRT,290.29,21.36,D
-3.37332,25.33347,310.66,2.29,1.47,2025-06-09,1236,A,62,6.1NRT,291.78,17.79,D
-3.38442,25.25299,309.37,2.33,1.48,2025-06-09,1236,A,58,6.1NRT,292.18,13.78,D
-3.38722,25.23272,310.69,2.34,1.48,2025-06-09,1236,A,62,6.1NRT,293.2,17.12,D
-3.37377,25.32654,309.84,2.29,1.47,2025-06-09,1236,A,60,6.1NRT,292.01,15.82,D
-3.3855,25.24613,313.65,2.33,1.48,2025-06-09,1236,A,68,6.1NRT,292.5,24.08,D
-1.90341,35.16606,314.13,1.41,1.18,2025-06-09,1236,A,66,6.1NRT,297.08,14.26,D
-2.39502,31.58171,315.07,1,1,2025-06-09,1236,A,68,6.1NRT,295.51,7.17,D
-2.39629,31.573,320.84,1,1,2025-06-09,1236,A,76,6.1NRT,298.26,12.38,D
-3.42264,24.30499,315.12,2.79,1.6,2025-06-09,1236,A,70,6.1NRT,292.24,40.12,D
-3.42597,24.28068,322.35,2.8,1.6,2025-06-09,1236,A,78,6.1NRT,291,70.63,D
-3.19805,25.8431,310.45,2.07,1.4,2025-06-09,1236,A,62,6.1NRT,293.38,13.65,D
-2.39517,31.44251,339.43,1,1,2025-06-09,1236,A,90,6.1NRT,300.13,36.93,D
-2.38514,31.44994,313.9,1,1,2025-06-09,1236,A,60,6.1NRT,297.75,6.62,D
-2.38641,31.44122,314.53,1,1,2025-06-09,1236,A,62,6.1NRT,298.18,7.35,D
-2.40425,31.31907,311.46,1,1,2025-06-09,1236,A,61,6.1NRT,298.25,6.33,D
-3.19521,25.83778,312.84,2.07,1.4,2025-06-09,1236,A,66,6.1NRT,293.28,20.77,D
-3.41802,24.29974,319.84,2.79,1.6,2025-06-09,1236,A,76,6.1NRT,292.24,58.85,D
-3.42157,24.27514,316.46,2.8,1.6,2025-06-09,1236,A,72,6.1NRT,290.35,45.59,D
-2.35518,31.40992,317.3,1,1,2025-06-09,1236,A,72,6.1NRT,298.89,10.05,D
-2.35892,30.99322,318.9,1.01,1,2025-06-09,1236,A,64,6.1NRT,292.38,15.55,D
-2.28918,31.28678,322.35,1,1,2025-06-09,1236,A,78,6.1NRT,297.16,14.19,D
-2.28168,31.27677,328.34,1,1,2025-06-09,1236,A,72,6.1NRT,295.75,21.14,D
-3.28672,24.27456,310.44,2.79,1.6,2025-06-09,1236,A,61,6.1NRT,292.07,25.36,D
-2.32904,30.88982,312.18,1.01,1.01,2025-06-09,1236,A,30,6.1NRT,297.11,6.08,D
-3.25493,23.85495,313.11,3.02,1.65,2025-06-09,1236,A,67,6.1NRT,291.43,37.22,D
-3.25862,23.82878,310.6,3.03,1.66,2025-06-09,1236,A,61,6.1NRT,291.69,28.96,D
-3.22977,23.71609,308.38,3.09,1.67,2025-06-09,1236,A,55,6.1NRT,290.76,24.81,D
-2.14513,31.25346,316.55,1,1,2025-06-09,1236,A,27,6.1NRT,301.96,6.65,D
-2.14641,31.24473,321.36,1,1,2025-06-09,1236,A,74,6.1NRT,303.99,11.94,D
-2.11007,31.2483,320.92,1,1,2025-06-09,1236,A,75,6.1NRT,300.8,10.75,D
-2.09622,31.28187,318.48,1,1,2025-06-09,1236,A,48,6.1NRT,299.59,8.66,D
-2.09749,31.27318,323.27,1,1,2025-06-09,1236,A,77,6.1NRT,300.1,13,D
-2.05673,30.98456,331.94,1.01,1,2025-06-09,1236,A,80,6.1NRT,298.72,23.01,D
-2.04666,30.99203,323.57,1.01,1,2025-06-09,1236,A,69,6.1NRT,301.62,12.2,D
-2.04794,30.98326,325.49,1.01,1,2025-06-09,1236,A,63,6.1NRT,300.29,14.98,D
-1.99358,31.17191,319.09,1,1,2025-06-09,1236,A,55,6.1NRT,299.88,10.47,D
-1.99115,31.12707,319.43,1,1,2025-06-09,1236,A,73,6.1NRT,302.49,9.73,D
-1.98643,31.07534,316.32,1,1,2025-06-09,1236,A,62,6.1NRT,297.1,8.51,D
-1.52421,31.58829,327.39,1,1,2025-06-09,1236,A,83,6.1NRT,298.52,20.21,D
-0.73869,30.91124,313.39,1,1,2025-06-09,1236,A,0,6.1NRT,297.61,7.12,D
-0.73996,30.90251,315.22,1,1,2025-06-09,1236,A,50,6.1NRT,298.54,8.14,D
-0.57971,31.48631,313.3,1,1,2025-06-09,1236,A,63,6.1NRT,298.09,6.36,D
-0.50973,31.78037,325.08,1.01,1.01,2025-06-09,1238,A,79,6.1NRT,297.17,17.97,D
-0.51102,31.77156,316.59,1.01,1.01,2025-06-09,1238,A,69,6.1NRT,297.67,9.45,D
-0.76118,29.1671,308.4,1.12,1.06,2025-06-09,1238,A,59,6.1NRT,294.48,6.3,D
-0.64217,28.91498,309.12,1.15,1.07,2025-06-09,1238,A,47,6.1NRT,292.52,8.31,D
-0.64368,28.90485,327.52,1.15,1.07,2025-06-09,1238,A,84,6.1NRT,293.79,29.81,D
-0.5869,28.835,303.8,1.16,1.07,2025-06-09,1238,A,34,6.1NRT,291.26,5.04,D
-0.30622,29.06053,310.99,1.12,1.06,2025-06-09,1238,A,68,6.1NRT,294.65,8.98,D
-0.79111,23.69926,309.35,2.82,1.6,2025-06-09,1238,A,57,6.1NRT,291.13,23.77,D
-0.78683,23.6936,311.94,2.82,1.6,2025-06-09,1238,A,64,6.1NRT,291.01,31.17,D
-0.69898,23.89975,308.08,2.7,1.57,2025-06-09,1238,A,32,6.1NRT,292.42,16.01,D
-0.6574,23.79745,311.09,2.75,1.59,2025-06-09,1238,A,62,6.1NRT,291.66,26.64,D
-0.604,24.07318,313.27,2.61,1.55,2025-06-09,1238,A,67,6.1NRT,292.67,28.35,D
-0.66173,23.8156,311.78,2.74,1.58,2025-06-09,1238,A,63,6.1NRT,291.82,26.22,D
-0.59606,24.06545,311.09,2.61,1.55,2025-06-09,1238,A,62,6.1NRT,292.43,23.65,D
0.99616,30.1396,314.18,1.01,1.01,2025-06-09,1238,A,65,6.1NRT,300.02,6.54,D
0.41336,25.6534,321.96,1.86,1.33,2025-06-09,1238,A,78,6.1NRT,294.94,37.35,D
1.05007,29.87196,322.88,1.03,1.01,2025-06-09,1238,A,70,6.1NRT,299.69,15.75,D
1.0602,29.87937,314.89,1.03,1.01,2025-06-09,1238,A,31,6.1NRT,299.01,7.36,D
0.65985,26.15449,313.23,1.68,1.28,2025-06-09,1238,A,66,6.1NRT,294.05,16.26,D
1.47248,31.5624,315,1.02,1.01,2025-06-09,1238,A,50,6.1NRT,298.97,7.26,D
0.58995,25.23362,310.32,2,1.38,2025-06-09,1238,A,57,6.1NRT,294.59,11.52,D
0.87983,26.7601,307.84,1.5,1.21,2025-06-09,1238,A,48,6.1NRT,294.26,5.91,D
0.68049,25.30119,318.98,1.96,1.37,2025-06-09,1238,A,75,6.1NRT,294.18,32.45,D
0.67792,25.28423,331.4,1.97,1.37,2025-06-09,1238,A,74,6.1NRT,294.21,69.93,D
1.8613,32.26799,317.17,1.08,1.04,2025-06-09,1238,A,65,6.1NRT,302.78,6.52,D
1.61261,30.11433,316.12,1.01,1,2025-06-09,1238,A,60,6.1NRT,300.25,8.08,D
1.60358,30.05262,315.33,1.01,1.01,2025-06-09,1238,A,63,6.1NRT,301.46,5.8,D
1.66389,30.08304,316.24,1.01,1.01,2025-06-09,1238,A,68,6.1NRT,300.69,8.18,D
1.73148,30.42194,311.96,1,1,2025-06-09,1238,A,46,6.1NRT,299.73,4.64,D
1.70848,30.26472,309.44,1.01,1,2025-06-09,1238,A,38,6.1NRT,296.43,2.93,D
1.70339,30.2299,314.69,1.01,1,2025-06-09,1238,A,67,6.1NRT,298.66,7.44,D
1.72676,30.0829,316.62,1.01,1,2025-06-09,1238,A,70,6.1NRT,299.43,9.77,D
1.79634,30.35242,312.33,1,1,2025-06-09,1238,A,60,6.1NRT,299.31,5.63,D
1.79507,30.34371,314.97,1,1,2025-06-09,1238,A,68,6.1NRT,300.39,7.76,D
1.79872,30.30749,330.65,1,1,2025-06-09,1238,A,85,6.1NRT,298.88,24.58,D
1.87293,30.448,313.16,1,1,2025-06-09,1238,A,64,6.1NRT,299.11,6.68,D
1.89233,30.13607,318.53,1.01,1,2025-06-09,1238,A,74,6.1NRT,298.95,11.04,D
1.90111,30.13474,321.93,1.01,1,2025-06-09,1238,A,78,6.1NRT,298.97,14.23,D
1.67374,27.81639,308.08,1.24,1.11,2025-06-09,1238,A,51,6.1NRT,294.94,5.28,D
2.68114,31.41859,318.86,1.03,1.01,2025-06-09,1238,A,35,6.1NRT,302.29,6.74,D
2.81935,30.46433,320.92,1,1,2025-06-09,1238,A,75,6.1NRT,297.39,13.55,D
2.96132,30.73948,318.04,1,1,2025-06-09,1238,A,26,6.1NRT,298.97,11.28,D
3.01989,30.5115,319.11,1,1,2025-06-09,1238,A,71,6.1NRT,300.27,10.01,D
3.00035,30.19395,315.12,1,1,2025-06-09,1238,A,65,6.1NRT,292.89,9.01,D
2.99907,30.18521,324.8,1,1,2025-06-09,1238,A,79,6.1NRT,297.15,18.45,D
3.16148,30.5998,320.9,1,1,2025-06-09,1238,A,73,6.1NRT,300.31,10.79,D
3.58126,33.29564,314.34,1.27,1.12,2025-06-09,1238,A,49,6.1NRT,295.31,10.84,D
3.57965,33.28454,315.21,1.27,1.12,2025-06-09,1238,A,51,6.1NRT,294.46,12.01,D
3.35731,30.7373,315.53,1,1,2025-06-09,1238,A,49,6.1NRT,300.85,5.24,D
3.77088,32.32149,374.56,1.13,1.06,2025-06-09,1238,A,100,6.1NRT,300.46,149.35,D
3.76947,32.3117,329,1.13,1.06,2025-06-09,1238,A,81,6.1NRT,299.73,24.1,D
3.98767,32.21776,317.9,1.12,1.05,2025-06-09,1238,A,44,6.1NRT,297.16,10.85,D
3.99345,32.21119,318.68,1.12,1.05,2025-06-09,1238,A,70,6.1NRT,296.4,12.08,D
3.73356,30.21501,313.42,1,1,2025-06-09,1238,A,33,6.1NRT,293.57,7.59,D
3.73869,22.90515,309.94,2.71,1.58,2025-06-09,1238,A,60,6.1NRT,293.34,21.87,D
5.28461,30.53294,313.91,1.01,1.01,2025-06-09,1238,A,54,6.1NRT,298.32,6.26,D
5.28332,30.52405,316.45,1.01,1.01,2025-06-09,1238,A,66,6.1NRT,297.98,8.07,D
-27.19746,32.64328,305.8,1.49,1.21,2025-06-09,1229,A,61,6.1NRT,295.16,7.79,D
-27.16046,32.68278,318.53,1.48,1.2,2025-06-09,1229,A,78,6.1NRT,296.28,23.37,D
-27.15436,32.69017,313.11,1.48,1.2,2025-06-09,1229,A,72,6.1NRT,296.67,16.15,D
-27.15608,32.67555,310.13,1.48,1.2,2025-06-09,1229,A,68,6.1NRT,296.19,12.12,D
-26.36145,28.09139,311.87,3.06,1.66,2025-06-09,1232,A,67,6.1NRT,285.43,58.62,D
-26.36401,28.0608,326.8,3.08,1.67,2025-06-09,1232,A,80,6.1NRT,286.16,133.14,D
-26.36051,28.0838,322.38,3.06,1.66,2025-06-09,1232,A,82,6.1NRT,285.92,105.38,D
-26.36325,28.0535,317.73,3.08,1.67,2025-06-09,1232,A,78,6.1NRT,285.85,84.31,D
-25.69529,31.99403,313.49,1.57,1.23,2025-06-09,1232,A,59,6.1NRT,298.99,12.53,D
-25.694,31.98863,313.57,1.57,1.23,2025-06-09,1232,A,41,6.1NRT,298.91,11.45,D
-25.54104,32.45995,317.83,1.46,1.19,2025-06-09,1232,A,73,6.1NRT,300.94,15.74,D
-25.54266,32.44581,313.83,1.46,1.19,2025-06-09,1232,A,48,6.1NRT,301.07,9.84,D
-25.54645,32.45414,320.31,1.46,1.19,2025-06-09,1232,A,76,6.1NRT,301,19.45,D
-25.52268,32.0038,314.48,1.56,1.23,2025-06-09,1232,A,64,6.1NRT,297.85,13.44,D
-25.44731,30.74051,315.02,1.9,1.35,2025-06-09,1232,A,72,6.1NRT,297.01,27.15,D
-25.4493,30.72221,306.79,1.91,1.35,2025-06-09,1232,A,36,6.1NRT,295.49,11.63,D
-25.17825,32.70724,310.7,1.39,1.17,2025-06-09,1232,A,57,6.1NRT,300.26,6.85,D
-25.18791,32.62587,321.66,1.4,1.17,2025-06-09,1232,A,77,6.1NRT,300.75,21.49,D
-25.17752,32.62436,318.34,1.4,1.17,2025-06-09,1232,A,73,6.1NRT,300.91,16.13,D
-25.08546,33.22332,314.82,1.29,1.13,2025-06-09,1232,A,66,6.1NRT,298.08,12.5,D
-25.08401,33.22935,311.52,1.29,1.13,2025-06-09,1232,A,57,6.1NRT,298.06,8.75,D
-25.23737,31.1746,308.47,1.76,1.3,2025-06-09,1232,A,50,6.1NRT,297.34,10.98,D
-24.99739,32.60018,312.26,1.4,1.17,2025-06-09,1232,A,62,6.1NRT,301.42,7.55,D
-22.80227,45.01513,310.69,3.09,1.67,2025-06-09,1232,A,63,6.1NRT,297.43,28.11,D
-24.75685,33.16294,313.38,1.29,1.13,2025-06-09,1232,A,61,6.1NRT,299.29,8.58,D
-24.80543,31.17412,310.4,1.74,1.29,2025-06-09,1232,A,60,6.1NRT,299.86,10.87,D
-24.77192,30.74807,305.86,1.86,1.33,2025-06-09,1232,A,32,6.1NRT,290.37,15.45,D
-24.77362,30.73222,326.97,1.87,1.34,2025-06-09,1232,A,83,6.1NRT,289.16,61.93,D
-24.25492,34.70279,311.56,1.08,1.04,2025-06-09,1232,A,44,6.1NRT,298.62,5.66,D
-22.11678,43.67784,312.79,2.55,1.54,2025-06-09,1232,A,62,6.1NRT,300.86,20.24,D
-22.11763,43.69534,313.57,2.56,1.54,2025-06-09,1232,A,64,6.1NRT,300.97,22.58,D
-23.80912,32.75043,320,1.32,1.14,2025-06-09,1232,A,72,6.1NRT,302.09,17,D
-23.79902,32.74895,344.25,1.32,1.14,2025-06-09,1232,A,92,6.1NRT,303.69,66.05,D
-23.80058,32.7362,343.96,1.33,1.14,2025-06-09,1232,A,92,6.1NRT,304.23,65.37,D
-23.81834,31.73096,323.84,1.54,1.22,2025-06-09,1232,A,78,6.1NRT,303.29,28.41,D
-23.43996,34.61183,311.88,1.07,1.03,2025-06-09,1232,A,55,6.1NRT,297.51,6.44,D
-23.31825,32.0927,349.21,1.43,1.18,2025-06-09,1232,A,95,6.1NRT,303.09,88.55,D
-23.30777,32.09119,355.74,1.43,1.18,2025-06-09,1232,A,98,6.1NRT,306.75,112.12,D
-23.25037,32.07773,321.54,1.43,1.18,2025-06-09,1232,A,52,6.1NRT,305.36,17.17,D
-22.2885,34.68628,312.84,1.04,1.02,2025-06-09,1232,A,60,6.1NRT,300.21,6.34,D
-20.5156,44.69854,314.2,3.3,1.72,2025-06-09,1232,A,64,6.1NRT,300.32,36.08,D
-20.5189,44.69455,315.1,3.3,1.72,2025-06-09,1232,A,66,6.1NRT,300.45,40.44,D
-22.1204,34.63676,313.04,1.04,1.02,2025-06-09,1232,A,59,6.1NRT,299.91,7.05,D
-22.00427,34.48027,311.25,1.05,1.03,2025-06-09,1232,A,51,6.1NRT,300.06,5.07,D
-19.56271,45.19566,315.63,3.78,1.82,2025-06-09,1232,A,64,6.1NRT,301.1,46.82,D
-19.54665,45.21973,312.37,3.8,1.82,2025-06-09,1232,A,54,6.1NRT,301.28,33.63,D
-19.55362,45.18562,316.27,3.78,1.82,2025-06-09,1232,A,66,6.1NRT,301.55,55.27,D
-21.20179,34.28678,313.04,1.05,1.03,2025-06-09,1232,A,36,6.1NRT,300.57,5.21,D
-19.30972,45.14955,310.86,3.8,1.82,2025-06-09,1232,A,44,6.1NRT,300.6,29.3,D
-19.31672,45.11598,316.17,3.78,1.82,2025-06-09,1232,A,65,6.1NRT,300.63,59.47,D
-21.19138,34.29528,314.64,1.05,1.03,2025-06-09,1232,A,62,6.1NRT,300.81,6.63,D
-21.19273,34.28534,316.04,1.05,1.03,2025-06-09,1232,A,66,6.1NRT,301.06,8.05,D
-21.17286,34.36315,314.46,1.05,1.02,2025-06-09,1232,A,62,6.1NRT,300.51,7.11,D
-19.32536,45.11302,314.53,3.78,1.82,2025-06-09,1232,A,61,6.1NRT,300.75,49.11,D
-19.30275,45.14308,311.37,3.8,1.82,2025-06-09,1232,A,43,6.1NRT,300.36,30.34,D
-20.33091,34.46378,313.57,1.03,1.01,2025-06-09,1232,A,61,6.1NRT,301.1,6.22,D
-18.42041,45.10416,311.64,3.95,1.85,2025-06-09,1232,A,38,6.1NRT,299.67,29.85,D
-20.21283,34.38335,312.26,1.03,1.02,2025-06-09,1232,A,57,6.1NRT,299.35,5.18,D
-18.30793,44.70251,310.98,3.71,1.8,2025-06-09,1232,A,45,6.1NRT,298.63,36.86,D
-18.31567,44.69955,310.58,3.71,1.8,2025-06-09,1232,A,41,6.1NRT,298.18,35.51,D
-19.91173,34.42499,313.2,1.03,1.01,2025-06-09,1232,A,61,6.1NRT,301.21,5.6,D
-19.77783,34.46638,311.94,1.02,1.01,2025-06-09,1232,A,57,6.1NRT,300.52,5.02,D
-19.8826,33.70374,339.63,1.08,1.04,2025-06-09,1232,A,90,6.1NRT,301.09,38.58,D
-19.88395,33.6937,352.5,1.08,1.04,2025-06-09,1232,A,96,6.1NRT,302.27,65.81,D
-19.87514,33.69604,358.51,1.08,1.04,2025-06-09,1232,A,99,6.1NRT,302.88,83.02,D
-19.86878,33.67447,325.11,1.08,1.04,2025-06-09,1232,A,63,6.1NRT,301.52,16.89,D
-19.90074,33.30236,312.47,1.12,1.05,2025-06-09,1232,A,58,6.1NRT,300.8,6.25,D
-19.64878,34.46292,311.44,1.02,1.01,2025-06-09,1232,A,57,6.1NRT,300.29,4.24,D
-19.67079,33.77467,322.87,1.07,1.03,2025-06-09,1232,A,77,6.1NRT,300.21,15.11,D
-19.66168,33.77329,335.56,1.07,1.03,2025-06-09,1232,A,88,6.1NRT,301.22,32.27,D
-19.5113,34.52181,314.49,1.02,1.01,2025-06-09,1232,A,65,6.1NRT,299.97,6.78,D
-19.63016,33.5945,315.16,1.08,1.04,2025-06-09,1232,A,36,6.1NRT,300.14,7.04,D
-19.53887,34.19418,323.46,1.04,1.02,2025-06-09,1232,A,78,6.1NRT,299.78,16.52,D
-19.61964,33.60317,313.4,1.08,1.04,2025-06-09,1232,A,63,6.1NRT,300.37,5.86,D
-19.62099,33.59309,324.4,1.08,1.04,2025-06-09,1232,A,79,6.1NRT,301.01,17.57,D
-19.56949,33.84479,322.66,1.06,1.03,2025-06-09,1232,A,77,6.1NRT,301.2,14.89,D
-19.50067,34.27084,331.45,1.03,1.01,2025-06-09,1232,A,85,6.1NRT,300.87,24.75,D
-19.50202,34.26125,354.29,1.03,1.01,2025-06-09,1232,A,97,6.1NRT,303.16,67.94,D
-19.54226,33.84062,314.52,1.06,1.03,2025-06-09,1232,A,66,6.1NRT,300.97,6.78,D
-19.54911,33.79103,321.57,1.06,1.03,2025-06-09,1232,A,76,6.1NRT,300.98,13.59,D
-19.55048,33.78108,314.05,1.07,1.03,2025-06-09,1232,A,64,6.1NRT,301.34,6.13,D
-19.45099,34.23358,314.22,1.03,1.02,2025-06-09,1232,A,66,6.1NRT,301.19,6.17,D
-19.43136,34.30878,312.75,1.03,1.01,2025-06-09,1232,A,55,6.1NRT,300.8,4.42,D
-19.4327,34.29922,323.66,1.03,1.01,2025-06-09,1232,A,78,6.1NRT,301.98,14.79,D
-19.395,33.77521,312.87,1.06,1.03,2025-06-09,1232,A,62,6.1NRT,300.41,5.44,D
-19.39637,33.76532,324.4,1.06,1.03,2025-06-09,1232,A,79,6.1NRT,300.87,17.25,D
-17.42567,45.03929,312.77,4.11,1.88,2025-06-09,1232,A,56,6.1NRT,297.92,47.18,D
-19.26933,34.28076,323.6,1.03,1.01,2025-06-09,1232,A,78,6.1NRT,301.94,14.34,D
-19.27067,34.27121,326.91,1.03,1.01,2025-06-09,1232,A,81,6.1NRT,301.22,18.46,D
-19.2651,34.10719,313.86,1.04,1.02,2025-06-09,1232,A,65,6.1NRT,301.06,5.65,D
