latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
32.35429,6.97738,313.65,1.09,1.04,2025-06-10,0226,A,88,6.1NRT,294.88,14.43,N
51.97511,111.99332,320.32,1.27,1.12,2025-06-10,0256,T,76,6.1NRT,301.18,16.53,D
32.13428,6.47332,312.16,1.14,1.06,2025-06-10,0226,A,84,6.1NRT,295.5,13.43,N
31.31624,11.80603,300.81,1.19,1.08,2025-06-10,0226,A,34,6.1NRT,290.33,7.47,N
51.97554,111.93646,315.87,1.26,1.12,2025-06-10,0256,T,66,6.1NRT,295.19,13.63,D
31.84054,5.97031,317.61,1.19,1.09,2025-06-10,0226,A,95,6.1NRT,295.21,20.73,N
53.69985,91.09461,303.84,4.28,1.91,2025-06-10,0256,T,34,6.1NRT,286.19,45.58,D
31.83899,5.98252,305.5,1.19,1.08,2025-06-10,0226,A,52,6.1NRT,295.18,8.45,N
29.24142,19.69901,308.59,4.31,1.92,2025-06-10,0226,A,75,6.1NRT,287.57,77.11,N
51.4723,113.42535,312.52,1.49,1.2,2025-06-10,0256,T,44,6.1NRT,296.09,14.08,D
29.23818,19.68926,303.11,4.31,1.92,2025-06-10,0226,A,53,6.1NRT,287.55,52.95,N
51.46199,113.42066,313.55,1.49,1.2,2025-06-10,0256,T,50,6.1NRT,297.78,14.78,D
29.22822,19.73098,301.38,4.34,1.92,2025-06-10,0226,A,40,6.1NRT,287.55,45.28,N
31.66548,6.05188,308.94,1.17,1.08,2025-06-10,0226,A,76,6.1NRT,298.37,9.83,N
51.44949,113.48203,320.72,1.5,1.21,2025-06-10,0256,T,73,6.1NRT,294.09,29.34,D
31.66393,6.06389,310.3,1.17,1.08,2025-06-10,0226,A,80,6.1NRT,298.34,11.21,N
51.226,113.41867,321.88,1.51,1.21,2025-06-10,0256,T,75,6.1NRT,296.52,29.34,D
31.63531,5.98519,306.5,1.18,1.08,2025-06-10,0226,A,68,6.1NRT,295.57,8.92,N
51.22196,113.4382,327.33,1.51,1.21,2025-06-10,0256,T,81,6.1NRT,296.03,40.33,D
31.62615,6.05737,306.9,1.17,1.08,2025-06-10,0226,A,70,6.1NRT,294.57,9.26,N
51.21775,113.45855,326.16,1.51,1.21,2025-06-10,0256,T,80,6.1NRT,296.46,35.8,D
31.62462,6.06937,305.04,1.17,1.08,2025-06-10,0226,A,63,6.1NRT,294.69,7.85,N
31.58634,5.95746,308.61,1.18,1.08,2025-06-10,0226,A,75,6.1NRT,295.48,10.88,N
51.20936,113.49899,314.19,1.52,1.22,2025-06-10,0256,T,40,6.1NRT,295.3,16.94,D
28.91251,19.79816,311.43,4.47,1.94,2025-06-10,0226,A,82,6.1NRT,289.13,106.71,N
51.4541,111.45219,311.47,1.24,1.11,2025-06-10,0256,T,41,6.1NRT,284.61,8.37,D
29.06881,19.06965,304.37,3.95,1.85,2025-06-10,0226,A,60,6.1NRT,288.26,55.09,N
29.07808,19.06482,301.75,3.95,1.85,2025-06-10,0226,A,44,6.1NRT,288.23,41.31,N
51.35534,111.64687,316.41,1.27,1.12,2025-06-10,0256,T,31,6.1NRT,291.1,12.07,D
28.91033,19.78938,316.42,4.47,1.94,2025-06-10,0226,A,93,6.1NRT,289.33,139.55,N
51.31665,111.62399,343.57,1.27,1.12,2025-06-10,0256,T,93,6.1NRT,292.71,60.5,D
31.06224,8.04326,320.79,1.01,1.01,2025-06-10,0226,A,100,6.1NRT,295.95,18.38,N
51.31348,111.64075,336.57,1.27,1.12,2025-06-10,0256,T,89,6.1NRT,293.7,44.09,D
31.18989,6.79083,308.44,1.09,1.04,2025-06-10,0226,A,75,6.1NRT,296.23,9.03,N
51.31034,111.65737,328,1.27,1.12,2025-06-10,0256,T,48,6.1NRT,291.07,29.42,D
30.88134,5.64065,310.49,1.2,1.09,2025-06-10,0226,A,80,6.1NRT,296.06,12.35,N
51.30685,111.22425,332.96,1.23,1.1,2025-06-10,0256,T,84,6.1NRT,290.21,38.4,D
30.87978,5.65284,307.46,1.2,1.09,2025-06-10,0226,A,71,6.1NRT,295.88,9.63,N
51.32475,111.07175,353.96,1.21,1.09,2025-06-10,0256,T,97,6.1NRT,298.98,84.95,D
28.91978,9.74402,308.45,1.05,1.03,2025-06-10,0228,A,75,6.1NRT,292.24,9.85,N
51.32178,111.08791,316.43,1.21,1.1,2025-06-10,0256,T,65,6.1NRT,296.29,10.1,D
28.9181,9.75444,313.03,1.05,1.03,2025-06-10,0228,A,86,6.1NRT,292.24,13.5,N
51.30655,111.1706,332.31,1.22,1.1,2025-06-10,0256,T,87,6.1NRT,292.61,35.28,D
28.57454,7.65941,306.83,1,1,2025-06-10,0228,A,69,6.1NRT,295.68,5.58,N
51.30346,111.18731,318.04,1.22,1.1,2025-06-10,0256,T,53,6.1NRT,291.36,15.12,D
27.74988,9.9192,304.39,1.09,1.04,2025-06-10,0228,A,60,6.1NRT,294.33,5.89,N
51.29038,111.03791,332.7,1.21,1.09,2025-06-10,0256,T,82,6.1NRT,294.26,35.72,D
51.26264,111.13245,348.73,1.22,1.1,2025-06-10,0256,T,95,6.1NRT,293.2,72.33,D
51.2608,111.12594,329.39,1.22,1.1,2025-06-10,0256,T,57,6.1NRT,291.73,30.88,D
42.35944,107.60665,327.07,1.29,1.13,2025-06-10,0300,T,70,6.1NRT,308.68,12.98,D
40.43691,111.40054,322.05,2.31,1.47,2025-06-10,0300,T,74,6.1NRT,304,31.05,D
40.42439,111.39573,325.03,2.31,1.47,2025-06-10,0300,T,77,6.1NRT,304.18,39.85,D
40.42604,111.39113,328.05,2.31,1.47,2025-06-10,0300,T,80,6.1NRT,304.21,51.21,D
40.52476,110.39276,319.05,2,1.38,2025-06-10,0300,T,60,6.1NRT,304.37,17.32,D
40.22873,110.50935,320.32,2.07,1.4,2025-06-10,0300,T,67,6.1NRT,304.73,13.4,D
40.22372,110.53236,322.56,2.08,1.4,2025-06-10,0300,T,71,6.1NRT,304.61,19.92,D
40.22118,110.526,322.03,2.08,1.4,2025-06-10,0300,T,68,6.1NRT,305.53,17.89,D
39.70623,109.86679,315.49,1.96,1.37,2025-06-10,0300,T,17,6.1NRT,301.3,7.71,D
39.33132,106.98489,327.7,1.37,1.16,2025-06-10,0300,T,55,6.1NRT,311.5,11.31,D
39.25921,106.76123,332.26,1.34,1.15,2025-06-10,0300,T,65,6.1NRT,309.97,23.31,D
38.91551,106.25162,332.26,1.28,1.12,2025-06-10,0300,T,39,6.1NRT,312.82,21.97,D
36.5453,112.47572,311.4,3.45,1.75,2025-06-10,0300,T,40,6.1NRT,294.48,41.05,D
36.65087,109.49009,322.77,2.22,1.44,2025-06-10,0300,T,74,6.1NRT,303.23,41.35,D
37.29526,101.99979,311.36,1,1,2025-06-10,0300,T,33,6.1NRT,298.45,5.89,D
36.54753,104.12014,320.55,1.13,1.06,2025-06-10,0300,T,53,6.1NRT,305.72,7.66,D
18.41616,-93.20919,304.73,4.08,1.87,2025-06-10,0404,T,61,6.1NRT,293.53,26.26,N
18.51208,-96.14504,306.87,2.43,1.5,2025-06-10,0404,T,65,6.1NRT,292.68,21.28,N
20.04528,-99.28636,301.68,1.49,1.21,2025-06-10,0404,T,43,6.1NRT,287.27,9.79,N
19.62363,-104.88725,306.94,1.05,1.02,2025-06-10,0404,T,70,6.1NRT,279.52,8.59,N
19.95708,-104.75346,306.77,1.04,1.02,2025-06-10,0404,T,58,6.1NRT,285.12,8.06,N
19.95566,-104.76319,312.85,1.04,1.02,2025-06-10,0404,T,86,6.1NRT,284.52,12.14,N
20.41451,-105.22478,305.46,1.06,1.03,2025-06-10,0404,T,49,6.1NRT,282.49,8.32,N
22.51427,-98.23651,304.28,1.91,1.35,2025-06-10,0404,T,29,6.1NRT,285.79,9.18,N
22.66414,-104.86595,300.71,1.01,1.01,2025-06-10,0404,T,15,6.1NRT,289.51,3.15,N
22.72658,-104.69741,304.62,1.01,1,2025-06-10,0404,T,61,6.1NRT,288.97,6.31,N
24.82852,-106.73571,318.25,1.1,1.05,2025-06-10,0406,T,71,6.1NRT,289.24,19.42,N
25.38867,-106.88697,303.5,1.1,1.05,2025-06-10,0406,T,47,6.1NRT,292.09,5.62,N
25.41359,-106.84623,314.05,1.1,1.04,2025-06-10,0406,T,88,6.1NRT,288.85,15.39,N
25.41203,-106.85651,300.95,1.1,1.05,2025-06-10,0406,T,24,6.1NRT,287.91,5.34,N
25.49845,-107.43672,364.71,1.16,1.07,2025-06-10,0406,T,100,6.1NRT,298.11,121.28,N
25.4967,-107.44796,325.54,1.16,1.07,2025-06-10,0406,T,100,6.1NRT,295.23,26.39,N
26.4785,-107.31609,302.84,1.12,1.05,2025-06-10,0406,T,52,6.1NRT,290.28,6.13,N
26.62449,-107.03249,302.73,1.09,1.04,2025-06-10,0406,T,29,6.1NRT,291.08,6.35,N
26.37166,-109.10072,308.35,1.39,1.17,2025-06-10,0406,T,67,6.1NRT,297.3,8.54,N
26.70218,-107.72025,303.74,1.16,1.07,2025-06-10,0406,T,21,6.1NRT,292.75,4.11,N
27.14519,-107.25762,320.55,1.09,1.04,2025-06-10,0406,T,100,6.1NRT,292.14,21.26,N
27.14358,-107.26806,305.87,1.09,1.04,2025-06-10,0406,T,64,6.1NRT,290.33,8,N
27.15429,-107.25922,311.3,1.09,1.04,2025-06-10,0406,T,82,6.1NRT,290.98,12.12,N
27.32946,-108.21947,304.94,1.2,1.09,2025-06-10,0406,T,7,6.1NRT,291.83,7.78,N
27.33903,-108.22066,322.45,1.2,1.09,2025-06-10,0406,T,100,6.1NRT,292.63,25.33,N
27.34447,-108.21648,306.81,1.2,1.09,2025-06-10,0406,T,67,6.1NRT,292.77,9.04,N
27.34263,-108.22773,302.78,1.2,1.09,2025-06-10,0406,T,45,6.1NRT,291.11,6.35,N
27.9409,-106.95544,308.72,1.05,1.02,2025-06-10,0406,T,75,6.1NRT,292.66,8.82,N
27.9498,-106.95731,319.88,1.05,1.02,2025-06-10,0406,T,99,6.1NRT,294.27,18.34,N
27.60418,-110.46719,309.15,1.61,1.25,2025-06-10,0406,T,71,6.1NRT,295.91,16.11,N
27.6058,-110.47314,311.53,1.61,1.25,2025-06-10,0406,T,79,6.1NRT,295.96,19.1,N
28.15299,-108.04025,312.42,1.15,1.07,2025-06-10,0406,T,29,6.1NRT,291.8,12.69,N
28.16234,-108.04164,315.32,1.15,1.07,2025-06-10,0406,T,58,6.1NRT,292.25,15.67,N
28.17171,-108.04285,307.64,1.15,1.07,2025-06-10,0406,T,22,6.1NRT,290,9.22,N
30.4924,-109.62232,317.21,1.27,1.12,2025-06-10,0406,T,94,6.1NRT,293.51,21.23,N
30.49026,-109.6351,318.31,1.27,1.12,2025-06-10,0406,T,96,6.1NRT,295.37,22.6,N
31.49936,-102.63902,333.13,1.3,1.13,2025-06-10,0406,T,100,6.1NRT,293.89,46.18,N
31.49787,-102.65231,306.67,1.29,1.13,2025-06-10,0406,T,67,6.1NRT,294.9,8.24,N
42.6835,-111.58317,305.27,1.06,1.03,2025-06-10,0412,T,64,6.1NRT,287.26,9,N
42.68151,-111.59565,320.52,1.06,1.03,2025-06-10,0412,T,100,6.1NRT,287.47,21.93,N
46.85756,-111.95579,336.77,1.01,1,2025-06-10,0412,T,100,6.1NRT,298.47,38.61,N
46.85564,-111.96876,323.82,1.01,1,2025-06-10,0412,T,100,6.1NRT,295.84,21.82,N
46.86626,-111.95856,318.9,1.01,1,2025-06-10,0412,T,98,6.1NRT,292.81,16.88,N
46.86437,-111.9714,301.97,1.01,1,2025-06-10,0412,T,46,6.1NRT,290.74,4.57,N
55.11812,-102.03039,304.81,2.62,1.55,2025-06-10,0414,T,62,6.1NRT,280.79,39.09,N
55.11046,-102.0351,322.23,2.62,1.55,2025-06-10,0414,T,100,6.1NRT,281.44,97.3,N
55.14997,-110.68663,306.54,1.15,1.07,2025-06-10,0414,T,68,6.1NRT,283.04,12.65,N
55.15929,-110.68977,311.52,1.15,1.07,2025-06-10,0414,T,83,6.1NRT,283.18,16.11,N
54.46682,-118.34953,320.81,1.15,1.07,2025-06-10,0414,T,100,6.1NRT,287.85,25.51,D
54.46383,-118.36649,300.39,1.15,1.07,2025-06-10,0414,T,18,6.1NRT,284.92,7.12,D
54.47589,-118.35435,310.17,1.15,1.07,2025-06-10,0414,T,78,6.1NRT,285.75,14.25,D
54.47301,-118.37074,319.5,1.15,1.07,2025-06-10,0414,T,99,6.1NRT,286.02,23.78,D
55.65789,-115.20854,338.22,1,1,2025-06-10,0414,T,100,6.1NRT,285.06,43.72,N
55.66651,-115.21248,362.83,1,1,2025-06-10,0414,T,100,6.1NRT,287.59,97.05,N
55.66431,-115.22775,316.36,1,1,2025-06-10,0414,T,63,6.1NRT,282.09,16.78,N
55.67513,-115.21643,332.48,1,1,2025-06-10,0414,T,100,6.1NRT,282.21,34.67,N
55.68374,-115.22038,304.41,1,1,2025-06-10,0414,T,16,6.1NRT,280.59,8.89,N
55.68154,-115.23564,315.04,1,1,2025-06-10,0414,T,87,6.1NRT,280.59,16.2,N
55.72056,-115.15582,300.25,1,1,2025-06-10,0414,T,23,6.1NRT,279.27,7.61,N
35.81862,106.6742,318.7,1.55,1.23,2025-06-10,0300,T,69,6.1NRT,303.95,11.91,D
36.11454,103.69577,319.73,1.1,1.05,2025-06-10,0300,T,23,6.1NRT,300.92,7.02,D
35.78775,103.71221,316.02,1.11,1.05,2025-06-10,0300,T,36,6.1NRT,298.87,8.33,D
35.76222,103.69398,312.87,1.11,1.05,2025-06-10,0300,T,27,6.1NRT,295.88,5.74,D
35.74637,103.617,313.48,1.1,1.05,2025-06-10,0300,T,68,6.1NRT,296.44,8.69,D
35.72231,103.64787,308.87,1.11,1.05,2025-06-10,0300,T,57,6.1NRT,294.38,4.35,D
35.58044,103.78597,317.22,1.12,1.06,2025-06-10,0300,T,58,6.1NRT,295.87,10.28,D
35.57849,103.79787,317.36,1.12,1.06,2025-06-10,0300,T,70,6.1NRT,295.57,11.23,D
35.56601,103.75748,314.57,1.12,1.06,2025-06-10,0300,T,23,6.1NRT,294.75,7.56,D
35.49513,103.623,309.11,1.11,1.05,2025-06-10,0300,T,59,6.1NRT,294.79,4.98,D
35.53925,103.23494,306.61,1.08,1.04,2025-06-10,0300,T,45,6.1NRT,293.99,5.01,D
35.36908,103.70887,312.05,1.12,1.06,2025-06-10,0300,T,24,6.1NRT,295.01,7.22,D
35.41589,103.36581,308.47,1.09,1.04,2025-06-10,0300,T,41,6.1NRT,294.38,4.71,D
35.34594,103.57362,308.32,1.11,1.05,2025-06-10,0300,T,56,6.1NRT,294.56,5.17,D
35.34401,103.58546,309.19,1.11,1.05,2025-06-10,0300,T,61,6.1NRT,294.37,5.8,D
35.21479,103.80833,306.13,1.14,1.06,2025-06-10,0300,T,57,6.1NRT,293.08,4.4,D
35.05108,104.11726,305.99,1.18,1.08,2025-06-10,0300,T,27,6.1NRT,291.56,6.87,D
35.06458,103.97878,307.15,1.16,1.07,2025-06-10,0300,T,56,6.1NRT,294.14,5.48,D
34.88547,103.822,303.86,1.15,1.07,2025-06-10,0300,T,46,6.1NRT,289.37,5.47,D
34.65424,103.91797,309.31,1.17,1.08,2025-06-10,0300,T,31,6.1NRT,293.02,6.51,D
34.6838,103.35714,307.6,1.11,1.05,2025-06-10,0300,T,35,6.1NRT,291.73,4.47,D
34.58652,103.49969,307.15,1.13,1.06,2025-06-10,0300,T,27,6.1NRT,291.25,7.06,D
34.47773,103.82998,303.12,1.17,1.07,2025-06-10,0300,T,21,6.1NRT,290.68,4.99,D
34.59131,102.48427,305.14,1.05,1.02,2025-06-10,0300,T,35,6.1NRT,291.49,4.24,D
33.74669,105.91511,311.3,1.54,1.22,2025-06-10,0300,T,57,6.1NRT,294.43,11.01,D
34.05869,103.20473,304.68,1.11,1.05,2025-06-10,0300,T,33,6.1NRT,291.1,6.94,D
34.05679,103.21637,307.33,1.11,1.05,2025-06-10,0300,T,51,6.1NRT,291.68,9.09,D
34.05486,103.22812,307.38,1.12,1.05,2025-06-10,0300,T,54,6.1NRT,291.3,9.24,D
34.05295,103.23975,304.81,1.12,1.05,2025-06-10,0300,T,36,6.1NRT,290.73,7.4,D
33.99743,102.07142,306.27,1.03,1.02,2025-06-10,0300,T,43,6.1NRT,287.81,3.83,D
31.53407,106.01645,317.84,1.74,1.29,2025-06-10,0302,T,60,6.1NRT,302.8,16.72,D
31.24715,106.2439,316.46,1.83,1.32,2025-06-10,0302,T,67,6.1NRT,300.86,17.37,D
30.74604,105.68602,317.22,1.72,1.29,2025-06-10,0302,T,41,6.1NRT,301.49,16.77,D
30.73488,105.68312,318.23,1.72,1.29,2025-06-10,0302,T,64,6.1NRT,302.08,19.49,D
30.80915,104.03811,325.56,1.36,1.15,2025-06-10,0302,T,64,6.1NRT,306.86,14.23,D
30.74881,104.02398,326.68,1.36,1.15,2025-06-10,0302,T,55,6.1NRT,306.72,14.65,D
30.74395,104.05139,326.73,1.36,1.16,2025-06-10,0302,T,35,6.1NRT,307.85,15.63,D
30.4476,104.38895,319.03,1.45,1.19,2025-06-10,0302,T,53,6.1NRT,304.29,10.91,D
29.85119,106.10756,318.86,1.92,1.35,2025-06-10,0302,T,37,6.1NRT,301.92,21.7,D
30.07395,104.15698,317.37,1.42,1.18,2025-06-10,0302,T,64,6.1NRT,302.78,10.53,D
29.6625,105.92875,319.94,1.89,1.34,2025-06-10,0302,T,67,6.1NRT,301.19,26.94,D
29.59178,105.74905,321.4,1.84,1.33,2025-06-10,0302,T,73,6.1NRT,303.65,27.04,D
29.73018,104.51389,317.67,1.52,1.22,2025-06-10,0302,T,60,6.1NRT,301.3,16.23,D
29.58221,104.99749,320.69,1.64,1.26,2025-06-10,0302,T,64,6.1NRT,304.93,17.15,D
29.50421,104.65146,314.64,1.57,1.23,2025-06-10,0302,T,29,6.1NRT,294.23,11.6,D
44.55402,83.91501,319.69,1.3,1.13,2025-06-10,0436,T,34,6.1NRT,300.72,6.85,D
44.63921,82.98705,333,1.18,1.08,2025-06-10,0436,T,82,6.1NRT,307.58,19.08,D
44.63667,83.00141,328.08,1.19,1.08,2025-06-10,0436,T,65,6.1NRT,306.81,9.74,D
44.56018,82.84795,328.83,1.17,1.08,2025-06-10,0436,T,45,6.1NRT,297.51,20.79,D
44.54751,82.83693,322.94,1.17,1.08,2025-06-10,0436,T,72,6.1NRT,297.78,16.64,D
43.75956,82.60821,311.92,1.18,1.08,2025-06-10,0436,T,54,6.1NRT,294.81,8.56,D
43.41425,83.75891,315.96,1.34,1.15,2025-06-10,0436,T,58,6.1NRT,298.07,12.98,D
43.51113,82.22519,317.25,1.15,1.07,2025-06-10,0436,T,34,6.1NRT,298.13,9.96,D
40.86392,69.54027,322.35,2.31,1.47,2025-06-10,0436,T,70,6.1NRT,303.12,28.88,D
34.52263,73.16343,335.5,1.19,1.09,2025-06-10,0438,T,84,6.1NRT,306.92,31.94,D
34.55437,72.07072,330.88,1.36,1.15,2025-06-10,0438,T,75,6.1NRT,314.57,14.13,D
34.42365,72.88705,330.92,1.23,1.1,2025-06-10,0438,T,78,6.1NRT,312.55,18.56,D
34.40414,73.05836,321.06,1.2,1.09,2025-06-10,0438,T,26,6.1NRT,308.32,8.38,D
34.24088,72.88368,328.42,1.22,1.1,2025-06-10,0438,T,74,6.1NRT,313.69,11.47,D
33.86121,73.08214,325.98,1.18,1.08,2025-06-10,0438,T,70,6.1NRT,309.35,12.12,D
33.51534,73.66955,326.78,1.11,1.05,2025-06-10,0438,T,71,6.1NRT,309.35,9.64,D
33.51389,73.68131,326.58,1.11,1.05,2025-06-10,0438,T,71,6.1NRT,310.36,9.43,D
33.50965,73.71568,326.27,1.11,1.05,2025-06-10,0438,T,55,6.1NRT,309.74,7.64,D
33.50037,73.71452,327.21,1.11,1.05,2025-06-10,0438,T,67,6.1NRT,310.59,9.56,D
33.44301,73.81568,330.23,1.1,1.04,2025-06-10,0438,T,75,6.1NRT,310.67,13.33,D
33.17029,74.36276,326.74,1.05,1.02,2025-06-10,0438,T,71,6.1NRT,308.41,11.84,D
32.73438,74.66655,332.7,1.03,1.01,2025-06-10,0438,T,73,6.1NRT,310.88,15.36,D
32.37632,75.77079,326.72,1,1,2025-06-10,0438,T,74,6.1NRT,309.73,10.16,D
32.43802,74.19099,329.91,1.05,1.02,2025-06-10,0438,T,65,6.1NRT,312.77,9.65,D
32.22221,75.36732,334.52,1,1,2025-06-10,0438,T,80,6.1NRT,311.68,17.67,D
15.70828,100.65264,302.22,1.5,1.21,2025-06-10,0304,T,0,6.1NRT,270.43,4.71,D
31.85973,74.45532,331.1,1.03,1.01,2025-06-10,0440,T,69,6.1NRT,315.07,7.93,D
30.95309,76.08504,326.1,1.01,1.01,2025-06-10,0440,T,56,6.1NRT,310.69,6.96,D
30.95156,76.09533,326.53,1.01,1.01,2025-06-10,0440,T,57,6.1NRT,311.22,7.61,D
31.11522,73.6772,330.88,1.06,1.03,2025-06-10,0440,T,70,6.1NRT,313.71,11.73,D
31.19217,72.63039,327.11,1.16,1.07,2025-06-10,0440,T,49,6.1NRT,312.61,9.65,D
30.77363,73.96509,324.02,1.04,1.02,2025-06-10,0440,T,34,6.1NRT,309.07,8.58,D
30.06339,77.97425,323.75,1.18,1.08,2025-06-10,0440,T,70,6.1NRT,300.98,13.93,D
30.62119,73.7961,325.25,1.04,1.02,2025-06-10,0440,T,56,6.1NRT,308.77,11.3,D
30.45979,73.62497,326.44,1.05,1.02,2025-06-10,0440,T,62,6.1NRT,309.48,11.59,D
30.23354,72.95403,327.67,1.1,1.05,2025-06-10,0440,T,63,6.1NRT,309.58,12.92,D
30.39392,71.26982,335.5,1.34,1.15,2025-06-10,0440,T,72,6.1NRT,318.48,16.77,D
30.39397,71.27744,334.52,1.33,1.14,2025-06-10,0440,T,61,6.1NRT,317.83,13.67,D
30.17967,72.95056,325.15,1.1,1.05,2025-06-10,0440,T,48,6.1NRT,310.38,10.06,D
30.07747,72.58004,325.61,1.14,1.06,2025-06-10,0440,T,53,6.1NRT,309.55,10.36,D
29.93701,69.17586,325.84,1.79,1.31,2025-06-10,0440,T,55,6.1NRT,312.97,19.03,D
27.55532,67.89182,328.47,2.04,1.39,2025-06-10,0442,T,60,6.1NRT,309.78,22.73,D
25.68367,76.22758,334.35,1.12,1.05,2025-06-10,0442,T,73,6.1NRT,313.86,18.22,D
24.08542,69.44039,327.88,1.43,1.18,2025-06-10,0442,T,70,6.1NRT,305.5,17.08,D
24.07496,69.43902,327.09,1.43,1.18,2025-06-10,0442,T,68,6.1NRT,305.77,16.23,D
23.25775,73.25578,323.15,1,1,2025-06-10,0442,T,57,6.1NRT,302.03,6.55,D
22.38703,72.29433,325.03,1.02,1.01,2025-06-10,0442,T,66,6.1NRT,300.29,8.95,D
21.10093,72.64712,316.5,1,1,2025-06-10,0442,T,28,6.1NRT,292.5,5.18,D
18.69058,73.04427,317.72,1.01,1.01,2025-06-10,0444,T,49,6.1NRT,298.52,8.23,D
53.83674,-126.53204,302.49,2.55,1.54,2025-06-10,0414,T,49,6.1NRT,283.61,30.61,D
56.24651,-114.66982,354.84,1,1,2025-06-10,0414,T,100,6.1NRT,287.61,76.08,D
56.24438,-114.68539,323.83,1,1,2025-06-10,0414,T,100,6.1NRT,284.17,24.27,D
56.25516,-114.67371,308.84,1,1,2025-06-10,0414,T,76,6.1NRT,281.79,11.65,D
56.25303,-114.68926,317.45,1,1,2025-06-10,0414,T,95,6.1NRT,284.99,18.14,D
56.25089,-114.70483,331.87,1,1,2025-06-10,0414,T,100,6.1NRT,289,32.92,D
56.24875,-114.7204,323.92,1,1,2025-06-10,0414,T,100,6.1NRT,286.37,24.3,D
56.25953,-114.70872,317.94,1,1,2025-06-10,0414,T,22,6.1NRT,284.75,16.52,D
56.25739,-114.72428,311.83,1,1,2025-06-10,0414,T,31,6.1NRT,284.54,12.17,D
56.25525,-114.73984,317.1,1,1,2025-06-10,0414,T,55,6.1NRT,284.41,16.45,D
56.26817,-114.71261,349.62,1,1,2025-06-10,0414,T,100,6.1NRT,287.69,62.48,D
56.26603,-114.72817,339.33,1,1,2025-06-10,0414,T,100,6.1NRT,288.09,43.57,D
56.26389,-114.74373,317.07,1,1,2025-06-10,0414,T,31,6.1NRT,286.81,15.3,D
56.25747,-114.79036,310.99,1,1,2025-06-10,0414,T,81,6.1NRT,285.24,13.21,D
56.27468,-114.73206,325.37,1,1,2025-06-10,0414,T,0,6.1NRT,287.88,22.39,D
56.27253,-114.74762,330.42,1,1,2025-06-10,0414,T,79,6.1NRT,290.13,26.55,D
56.27039,-114.76318,337.69,1,1,2025-06-10,0414,T,78,6.1NRT,292.28,38.65,D
56.26825,-114.77872,338.74,1,1,2025-06-10,0414,T,65,6.1NRT,292.74,39.74,D
56.26611,-114.79427,350.23,1,1,2025-06-10,0414,T,100,6.1NRT,296.16,62.86,D
56.26396,-114.8098,330.69,1,1,2025-06-10,0414,T,85,6.1NRT,288.55,30.88,D
56.28191,-114.75814,323.05,1,1,2025-06-10,0414,T,0,6.1NRT,286.44,19.63,D
56.27549,-114.80481,329.39,1,1,2025-06-10,0414,T,32,6.1NRT,291.59,27.22,D
56.27334,-114.82036,323.14,1,1,2025-06-10,0414,T,45,6.1NRT,287.57,21.19,D
56.26475,-114.88253,317.6,1,1,2025-06-10,0414,T,77,6.1NRT,285.94,17.59,D
56.26044,-114.9136,328.38,1,1,2025-06-10,0414,T,100,6.1NRT,289.81,29.34,D
56.25829,-114.92913,305.75,1,1,2025-06-10,0414,T,44,6.1NRT,280.67,9.19,D
56.29482,-114.7309,314.14,1,1,2025-06-10,0414,T,42,6.1NRT,282.61,14.46,D
56.27554,-114.87091,308.01,1,1,2025-06-10,0414,T,39,6.1NRT,283.63,10.17,D
56.26907,-114.91753,311.61,1,1,2025-06-10,0414,T,70,6.1NRT,282.06,13.23,D
56.26691,-114.93307,309.81,1,1,2025-06-10,0414,T,78,6.1NRT,281.72,12.18,D
56.30346,-114.73479,315.35,1,1,2025-06-10,0414,T,28,6.1NRT,280.37,14.7,D
56.3014,-114.81654,324.19,1,1,2025-06-10,0414,T,37,6.1NRT,287.22,20.74,D
56.28415,-115.00701,303.03,1,1,2025-06-10,0414,T,52,6.1NRT,279.41,8.3,D
56.29277,-115.01096,323.95,1,1,2025-06-10,0414,T,97,6.1NRT,284.05,23.68,D
56.31865,-115.02283,308.14,1,1,2025-06-10,0414,T,27,6.1NRT,282.17,9.91,D
56.32727,-115.02678,320.49,1,1,2025-06-10,0414,T,93,6.1NRT,284.25,19.77,D
56.3251,-115.04233,311.09,1,1,2025-06-10,0414,T,46,6.1NRT,281.73,11.76,D
56.33666,-115.03669,305.5,1,1,2025-06-10,0414,T,65,6.1NRT,282.39,10.23,D
56.38192,-114.77586,336.92,1,1,2025-06-10,0414,T,100,6.1NRT,287.73,40.08,D
56.40338,-114.68601,329.77,1,1,2025-06-10,0414,T,65,6.1NRT,285.2,29.41,D
56.38627,-114.81098,326.39,1,1,2025-06-10,0414,T,100,6.1NRT,286.04,27.22,D
56.38413,-114.82658,306.3,1,1,2025-06-10,0414,T,35,6.1NRT,281.71,9.37,D
56.44455,-114.78763,301.88,1,1,2025-06-10,0414,T,27,6.1NRT,282.36,7.15,D
56.49281,-114.91573,321.87,1,1,2025-06-10,0414,T,99,6.1NRT,287.08,21.72,D
56.48416,-114.97824,300.36,1,1,2025-06-10,0414,T,8,6.1NRT,282.46,5.87,D
56.73634,-113.26508,311.29,1.04,1.02,2025-06-10,0414,T,61,6.1NRT,281.87,13.42,N
56.73431,-113.28151,318.87,1.04,1.02,2025-06-10,0414,T,98,6.1NRT,283.28,20.81,N
56.67066,-113.78636,304.6,1.02,1.01,2025-06-10,0414,T,47,6.1NRT,284.05,8.59,D
